__ticks __seconds ch event__________ data____
      0    0.0000 -- SMF Header      Format=1, Tracks=12, Division=96
      0    0.0000 -- Track           Start: 1
      0    0.0000 -- Text (3)        Jingle Bells - in Little Bavaria
      0    0.0000 -- Text (3)        Christmas Song - Polka Style
      0    0.0000 -- Text (2)        Copyright 1997 - Lari/Tan Studios
      0    0.0000 -- Text (1)        Sequenced by: Larrie Dee (larrie@pacbell.net)

      0    0.0000 -- Text (1)        Especially for: Bomi

      0    0.0000 -- Text (1)        Instructions: Play thru MIDI module, not sound card

      0    0.0000 -- Forced port     0
      0    0.0000 -- SysEx           f0 7e 7f  9  1 f7 
      0    0.0000 -- Forced port     0
      0    0.0000 -- Time Signature  4, 2, 24, 8
      0    0.0000 -- Key Signature   -1, 0
      0    0.0000 -- Tempo           500000
      0    0.0000 -- Text (6)        Jingle Bells - in Little Bavaria
    384    2.0000 -- Tempo           500000
    384    2.0000 -- Meta Event      End Of Track
    384    2.0000 -- Track           End: 1
      0    0.0000 -- Track           Start: 2
      0    0.0000 -- Forced port     0
      0    0.0000 -- Text (3)        "Jimgle Bells"
   5973   31.1094  0 Note On         65, 0
   5974   31.1144  0 Note On         69, 0
   6149   32.0262  0 Note On         62, 114
   6149   32.0262  0 Note On         70, 114
   6165   32.1094  0 Note On         70, 0
   6167   32.1200  0 Note On         62, 0
   6194   32.2606  0 Note On         62, 116
   6195   32.2656  0 Note On         70, 114
   6207   32.3281  0 Note On         70, 0
   6210   32.3438  0 Note On         62, 0
   6243   32.5156  0 Note On         62, 126
   6243   32.5156  0 Note On         70, 127
   6294   32.7813  0 Note On         62, 0
   6298   32.8019  0 Note On         70, 0
   6311   32.8700  0 Note On         62, 94
   6311   32.8700  0 Note On         70, 106
   6326   32.9481  0 Note On         70, 0
   6332   32.9794  0 Note On         70, 104
   6354   33.0938  0 Note On         62, 0
   6355   33.0988  0 Note On         70, 0
   6381   33.2344  0 Note On         60, 110
   6382   33.2394  0 Note On         69, 120
   6397   33.3175  0 Note On         69, 0
   6398   33.3231  0 Note On         60, 0
   6435   33.5156  0 Note On         60, 114
   6435   33.5156  0 Note On         69, 126
   6483   33.7656  0 Note On         60, 0
   6502   33.8644  0 Note On         60, 104
   6515   33.9325  0 Note On         69, 0
   6523   33.9738  0 Note On         69, 122
   6540   34.0625  0 Note On         60, 0
   6548   34.1044  0 Note On         69, 0
   6572   34.2294  0 Note On         59, 120
   6572   34.2294  0 Note On         67, 122
   6588   34.3125  0 Note On         59, 0
   6590   34.3231  0 Note On         67, 0
   6626   34.5106  0 Note On         67, 122
   6626   34.5106  0 Note On         59, 116
   6645   34.6094  0 Note On         59, 0
   6647   34.6200  0 Note On         67, 0
   6674   34.7606  0 Note On         69, 120
   6674   34.7606  0 Note On         59, 94
   6688   34.8331  0 Note On         59, 0
   6694   34.8644  0 Note On         69, 0
   6724   35.0206  0 Note On         67, 122
   6740   35.1044  0 Note On         67, 0
   6821   35.5262  0 Note On         64, 116
   6822   35.5313  0 Note On         72, 126
   6837   35.6094  0 Note On         64, 0
   6839   35.6200  0 Note On         72, 0
   6915   36.0156  0 Note On         65, 108
   6917   36.0262  0 Note On         69, 110
   6930   36.0938  0 Note On         69, 0
   6931   36.0988  0 Note On         65, 0
   6962   36.2606  0 Note On         69, 116
   6963   36.2656  0 Note On         65, 106
   6974   36.3231  0 Note On         65, 0
   6974   36.3231  0 Note On         69, 0
   7011   36.5156  0 Note On         65, 120
   7011   36.5156  0 Note On         69, 126
   7024   36.5831  0 Note On         69, 0
   7025   36.5887  0 Note On         65, 0
   7106   37.0106  0 Note On         60, 106
   7106   37.0106  0 Note On         69, 116
   7122   37.0938  0 Note On         69, 0
   7122   37.0938  0 Note On         60, 0
   7155   37.2656  0 Note On         69, 120
   7155   37.2656  0 Note On         60, 106
   7167   37.3281  0 Note On         60, 0
   7167   37.3281  0 Note On         69, 0
   7200   37.5000  0 Note On         69, 126
   7203   37.5156  0 Note On         60, 106
   7213   37.5675  0 Note On         60, 0
   7218   37.5938  0 Note On         69, 0
   7291   37.9738  0 Note On         69, 108
   7342   38.2394  0 Note On         72, 100
   7347   38.2656  0 Note On         69, 0
   7360   38.3331  0 Note On         72, 0
   7390   38.4894  0 Note On         65, 114
   7408   38.5831  0 Note On         65, 0
   7440   38.7500  0 Note On         67, 120
   7456   38.8331  0 Note On         67, 0
   7481   38.9637  0 Note On         65, 116
   7481   38.9637  0 Note On         69, 126
   7501   39.0675  0 Note On         65, 0
   7502   39.0731  0 Note On         69, 0
   7684   40.0206  0 Note On         70, 116
   7684   40.0206  0 Note On         62, 114
   7685   40.0262  0 Note On         65, 100
   7691   40.0575  0 Note On         65, 0
   7695   40.0781  0 Note On         70, 0
   7696   40.0831  0 Note On         62, 0
   7731   40.2656  0 Note On         70, 122
   7731   40.2656  0 Note On         62, 116
   7739   40.3075  0 Note On         62, 0
   7739   40.3075  0 Note On         70, 0
   7779   40.5156  0 Note On         70, 127
   7779   40.5156  0 Note On         62, 122
   7834   40.8019  0 Note On         62, 0
   7837   40.8175  0 Note On         70, 0
   7849   40.8800  0 Note On         62, 100
   7850   40.8856  0 Note On         70, 98
   7892   41.1044  0 Note On         70, 0
   7893   41.1094  0 Note On         62, 0
   7918   41.2394  0 Note On         60, 122
   7918   41.2394  0 Note On         69, 120
   7934   41.3231  0 Note On         60, 0
   7935   41.3281  0 Note On         69, 0
   7971   41.5156  0 Note On         60, 120
   7971   41.5156  0 Note On         69, 126
   8012   41.7294  0 Note On         60, 0
   8044   41.8956  0 Note On         64, 108
   8057   41.9637  0 Note On         69, 0
   8067   42.0156  0 Note On         72, 110
   8085   42.1094  0 Note On         72, 0
   8090   42.1356  0 Note On         64, 0
   8112   42.2500  0 Note On         70, 120
   8112   42.2500  0 Note On         64, 94
   8126   42.3231  0 Note On         64, 0
   8127   42.3281  0 Note On         70, 0
   8164   42.5206  0 Note On         69, 108
   8180   42.6044  0 Note On         69, 0
   8206   42.7394  0 Note On         67, 120
   8224   42.8331  0 Note On         67, 0
   8259   43.0156  0 Note On         65, 127
   8455   44.0363  0 Note On         65, 0
   8455   44.0363  0 Note On         60, 110
   8504   44.2919  0 Note On         69, 92
   8516   44.3544  0 Note On         60, 0
   8519   44.3700  0 Note On         69, 0
   8547   44.5156  0 Note On         67, 110
   8559   44.5781  0 Note On         67, 0
   8586   44.7188  0 Note On         65, 126
   8603   44.8075  0 Note On         65, 0
   8637   44.9844  0 Note On         60, 106
   8655   45.0781  0 Note On         60, 0
   8840   46.0419  0 Note On         60, 108
   8904   46.3750  0 Note On         60, 0
   8911   46.4113  0 Note On         69, 86
   8931   46.5156  0 Note On         67, 114
   8937   46.5469  0 Note On         69, 0
   8965   46.6925  0 Note On         67, 0
   8981   46.7762  0 Note On         65, 120
   9002   46.8856  0 Note On         65, 0
   9028   47.0206  0 Note On         62, 120
   9048   47.1250  0 Note On         62, 0
   9221   48.0262  0 Note On         62, 120
   9263   48.2450  0 Note On         70, 114
   9268   48.2706  0 Note On         62, 0
   9283   48.3488  0 Note On         70, 0
   9312   48.5000  0 Note On         69, 110
   9328   48.5831  0 Note On         69, 0
   9359   48.7450  0 Note On         67, 127
   9376   48.8331  0 Note On         67, 0
   9404   48.9794  0 Note On         64, 126
   9423   49.0781  0 Note On         64, 0
   9585   49.9219  0 Note On         64, 104
   9593   49.9637  0 Note On         67, 114
   9608   50.0419  0 Note On         72, 122
   9612   50.0625  0 Note On         67, 0
   9619   50.0988  0 Note On         64, 0
   9623   50.1200  0 Note On         72, 0
   9652   50.2706  0 Note On         64, 108
   9653   50.2762  0 Note On         72, 126
   9666   50.3438  0 Note On         64, 0
   9671   50.3700  0 Note On         72, 0
   9699   50.5156  0 Note On         64, 110
   9700   50.5206  0 Note On         70, 127
   9714   50.5938  0 Note On         70, 0
   9717   50.6094  0 Note On         64, 0
   9748   50.7706  0 Note On         68, 127
   9748   50.7706  0 Note On         64, 108
   9760   50.8331  0 Note On         68, 0
   9761   50.8387  0 Note On         64, 0
   9795   51.0156  0 Note On         69, 126
   9810   51.0938  0 Note On         69, 0
   9988   52.0206  0 Note On         60, 122
  10037   52.2762  0 Note On         60, 0
  10037   52.2762  0 Note On         69, 110
  10052   52.3544  0 Note On         69, 0
  10083   52.5156  0 Note On         67, 100
  10096   52.5831  0 Note On         67, 0
  10133   52.7762  0 Note On         65, 126
  10146   52.8438  0 Note On         65, 0
  10179   53.0156  0 Note On         60, 120
  10198   53.1144  0 Note On         60, 0
  10372   54.0206  0 Note On         60, 114
  10414   54.2394  0 Note On         69, 108
  10420   54.2706  0 Note On         60, 0
  10435   54.3488  0 Note On         69, 0
  10466   54.5106  0 Note On         67, 110
  10481   54.5887  0 Note On         67, 0
  10512   54.7500  0 Note On         65, 122
  10528   54.8331  0 Note On         65, 0
  10563   55.0156  0 Note On         62, 126
  10580   55.1044  0 Note On         62, 0
  10756   56.0206  0 Note On         62, 122
  10804   56.2706  0 Note On         70, 114
  10813   56.3175  0 Note On         62, 0
  10819   56.3488  0 Note On         70, 0
  10851   56.5156  0 Note On         69, 110
  10870   56.6144  0 Note On         69, 0
  10900   56.7706  0 Note On         67, 126
  10922   56.8856  0 Note On         67, 0
  10926   56.9063  0 Note On         64, 120
  10947   57.0156  0 Note On         72, 126
  10954   57.0519  0 Note On         64, 0
  10964   57.1044  0 Note On         72, 0
  10997   57.2762  0 Note On         64, 116
  10997   57.2762  0 Note On         72, 122
  11010   57.3438  0 Note On         64, 0
  11011   57.3488  0 Note On         72, 0
  11043   57.5156  0 Note On         72, 127
  11043   57.5156  0 Note On         64, 120
  11104   57.8331  0 Note On         72, 0
  11113   57.8800  0 Note On         70, 116
  11135   57.9950  0 Note On         74, 116
  11143   58.0363  0 Note On         70, 0
  11154   58.0938  0 Note On         74, 0
  11189   58.2762  0 Note On         72, 126
  11204   58.3544  0 Note On         64, 0
  11205   58.3594  0 Note On         72, 0
  11235   58.5156  0 Note On         70, 126
  11250   58.5938  0 Note On         70, 0
  11279   58.7450  0 Note On         67, 126
  11299   58.8488  0 Note On         67, 0
  11331   59.0156  0 Note On         65, 127
  11428   59.5206  0 Note On         72, 126
  11507   59.9325  0 Note On         65, 0
  11514   59.9688  0 Note On         72, 0
  11524   60.0206  0 Note On         65, 116
  11525   60.0262  0 Note On         69, 120
  11540   60.1044  0 Note On         69, 0
  11542   60.1144  0 Note On         65, 0
  11572   60.2706  0 Note On         69, 127
  11572   60.2706  0 Note On         65, 122
  11586   60.3438  0 Note On         69, 0
  11587   60.3488  0 Note On         65, 0
  11621   60.5262  0 Note On         65, 126
  11621   60.5262  0 Note On         69, 127
  11632   60.5831  0 Note On         69, 0
  11634   60.5938  0 Note On         65, 0
  11718   61.0313  0 Note On         60, 114
  11719   61.0363  0 Note On         69, 116
  11720   61.0419  0 Note On         65, 116
  11732   61.1044  0 Note On         65, 0
  11732   61.1044  0 Note On         69, 0
  11735   61.1200  0 Note On         60, 0
  11764   61.2706  0 Note On         60, 114
  11764   61.2706  0 Note On         65, 122
  11764   61.2706  0 Note On         69, 122
  11771   61.3075  0 Note On         69, 0
  11772   61.3125  0 Note On         65, 0
  11774   61.3231  0 Note On         60, 0
  11812   61.5206  0 Note On         65, 127
  11812   61.5206  0 Note On         69, 126
  11813   61.5262  0 Note On         60, 96
  11818   61.5519  0 Note On         60, 0
  11821   61.5675  0 Note On         65, 0
  11825   61.5887  0 Note On         69, 0
  11902   61.9894  0 Note On         69, 120
  11903   61.9950  0 Note On         65, 100
  11913   62.0469  0 Note On         65, 0
  11956   62.2706  0 Note On         69, 0
  11956   62.2706  0 Note On         72, 114
  11966   62.3231  0 Note On         72, 0
  12003   62.5156  0 Note On         65, 126
  12020   62.6044  0 Note On         65, 0
  12053   62.7762  0 Note On         67, 127
  12063   62.8281  0 Note On         67, 0
  12099   63.0156  0 Note On         69, 122
  12148   63.2706  0 Note On         65, 116
  12153   63.2969  0 Note On         69, 0
  12171   63.3906  0 Note On         65, 0
  12196   63.5206  0 Note On         64, 120
  12212   63.6044  0 Note On         64, 0
  12244   63.7706  0 Note On         63, 122
  12255   63.8281  0 Note On         63, 0
  12292   64.0206  0 Note On         62, 126
  12331   64.2237  0 Note On         70, 116
  12348   64.3125  0 Note On         70, 0
  12389   64.5263  0 Note On         70, 127
  12444   64.8125  0 Note On         70, 0
  12446   64.8231  0 Note On         62, 0
  12455   64.8700  0 Note On         62, 104
  12482   65.0106  0 Note On         70, 114
  12498   65.0938  0 Note On         70, 0
  12500   65.1044  0 Note On         62, 0
  12530   65.2606  0 Note On         60, 114
  12532   65.2706  0 Note On         69, 120
  12545   65.3388  0 Note On         69, 0
  12546   65.3438  0 Note On         60, 0
  12579   65.5156  0 Note On         60, 122
  12580   65.5206  0 Note On         69, 120
  12634   65.8019  0 Note On         60, 0
  12646   65.8644  0 Note On         60, 108
  12659   65.9325  0 Note On         69, 0
  12666   65.9688  0 Note On         69, 108
  12676   66.0206  0 Note On         60, 0
  12716   66.2294  0 Note On         59, 122
  12722   66.2606  0 Note On         67, 120
  12724   66.2706  0 Note On         69, 0
  12733   66.3175  0 Note On         67, 0
  12737   66.3388  0 Note On         59, 0
  12766   66.4894  0 Note On         59, 110
  12766   66.4894  0 Note On         67, 116
  12791   66.6200  0 Note On         67, 0
  12813   66.7344  0 Note On         69, 114
  12813   66.7344  0 Note On         67, 106
  12826   66.8019  0 Note On         67, 0
  12836   66.8544  0 Note On         59, 0
  12841   66.8800  0 Note On         69, 0
  12868   67.0206  0 Note On         67, 122
  12869   67.0263  0 Note On         64, 120
  12944   67.4169  0 Note On         67, 0
  12948   67.4375  0 Note On         64, 0
  12960   67.5000  0 Note On         64, 114
  12964   67.5206  0 Note On         72, 127
  13036   67.8956  0 Note On         64, 0
  13059   68.0156  0 Note On         72, 0
  13059   68.0156  0 Note On         65, 114
  13061   68.0263  0 Note On         69, 114
  13070   68.0731  0 Note On         69, 0
  13073   68.0888  0 Note On         65, 0
  13107   68.2656  0 Note On         69, 122
  13107   68.2656  0 Note On         65, 114
  13118   68.3231  0 Note On         69, 0
  13119   68.3281  0 Note On         65, 0
  13155   68.5156  0 Note On         65, 120
  13156   68.5206  0 Note On         69, 120
  13166   68.5731  0 Note On         69, 0
  13169   68.5888  0 Note On         65, 0
  13244   68.9794  0 Note On         60, 108
  13246   68.9894  0 Note On         69, 114
  13262   69.0731  0 Note On         69, 0
  13262   69.0731  0 Note On         60, 0
  13292   69.2294  0 Note On         69, 126
  13292   69.2294  0 Note On         60, 104
  13306   69.3019  0 Note On         60, 0
  13306   69.3019  0 Note On         69, 0
  13340   69.4794  0 Note On         69, 127
  13340   69.4794  0 Note On         60, 114
  13353   69.5469  0 Note On         60, 0
  13357   69.5675  0 Note On         69, 0
  13437   69.9844  0 Note On         69, 120
  13490   70.2606  0 Note On         72, 108
  13494   70.2813  0 Note On         69, 0
  13506   70.3438  0 Note On         72, 0
  13533   70.4844  0 Note On         65, 120
  13551   70.5781  0 Note On         65, 0
  13578   70.7188  0 Note On         67, 122
  13594   70.8019  0 Note On         67, 0
  13627   70.9737  0 Note On         69, 126
  13677   71.2344  0 Note On         65, 116
  13702   71.3644  0 Note On         65, 0
  13725   71.4844  0 Note On         64, 116
  13744   71.5831  0 Note On         64, 0
  13770   71.7188  0 Note On         63, 114
  13775   71.7450  0 Note On         69, 0
  13788   71.8125  0 Note On         63, 0
  13820   71.9794  0 Note On         62, 120
  13874   72.2606  0 Note On         70, 116
  13891   72.3487  0 Note On         70, 0
  13925   72.5263  0 Note On         70, 127
  13986   72.8438  0 Note On         70, 0
  13986   72.8438  0 Note On         62, 0
  13992   72.8750  0 Note On         62, 100
  14019   73.0156  0 Note On         70, 122
  14038   73.1144  0 Note On         70, 0
  14042   73.1356  0 Note On         62, 0
  14068   73.2706  0 Note On         60, 108
  14069   73.2763  0 Note On         69, 120
  14085   73.3594  0 Note On         69, 0
  14086   73.3644  0 Note On         60, 0
  14115   73.5156  0 Note On         69, 127
  14115   73.5156  0 Note On         60, 116
  14162   73.7606  0 Note On         60, 0
  14180   73.8544  0 Note On         69, 0
  14186   73.8856  0 Note On         69, 100
  14191   73.9112  0 Note On         64, 98
  14211   74.0156  0 Note On         69, 0
  14211   74.0156  0 Note On         72, 126
  14258   74.2606  0 Note On         70, 114
  14264   74.2919  0 Note On         72, 0
  14276   74.3544  0 Note On         64, 0
  14279   74.3700  0 Note On         70, 0
  14304   74.5000  0 Note On         69, 114
  14326   74.6144  0 Note On         69, 0
  14349   74.7344  0 Note On         67, 126
  14372   74.8544  0 Note On         67, 0
  14398   74.9894  0 Note On         65, 127
  14633   76.2138  0 Note On         65, 0
  15750   82.0313  0 Note On         60, 108
  15791   82.2450  0 Note On         69, 116
  15809   82.3388  0 Note On         60, 0
  15815   82.3700  0 Note On         69, 0
  15843   82.5156  0 Note On         67, 108
  15862   82.6144  0 Note On         67, 0
  15887   82.7450  0 Note On         65, 120
  15906   82.8438  0 Note On         65, 0
  15938   83.0106  0 Note On         60, 116
  15956   83.1044  0 Note On         60, 0
  16131   84.0156  0 Note On         60, 106
  16180   84.2706  0 Note On         69, 110
  16183   84.2862  0 Note On         60, 0
  16201   84.3800  0 Note On         69, 0
  16229   84.5263  0 Note On         67, 104
  16244   84.6044  0 Note On         67, 0
  16274   84.7606  0 Note On         65, 116
  16290   84.8438  0 Note On         65, 0
  16323   85.0156  0 Note On         62, 120
  16339   85.0987  0 Note On         62, 0
  16516   86.0206  0 Note On         62, 110
  16557   86.2344  0 Note On         62, 0
  16559   86.2450  0 Note On         70, 110
  16577   86.3388  0 Note On         70, 0
  16606   86.4894  0 Note On         69, 100
  16623   86.5781  0 Note On         69, 0
  16653   86.7344  0 Note On         67, 127
  16669   86.8175  0 Note On         67, 0
  16699   86.9737  0 Note On         64, 126
  16719   87.0781  0 Note On         64, 0
  16901   88.0263  0 Note On         64, 120
  16949   88.2763  0 Note On         67, 122
  16970   88.3856  0 Note On         64, 0
  16972   88.3956  0 Note On         67, 0
  16997   88.5263  0 Note On         69, 114
  16997   88.5263  0 Note On         64, 104
  17014   88.6144  0 Note On         69, 0
  17017   88.6300  0 Note On         64, 0
  17042   88.7606  0 Note On         70, 127
  17043   88.7656  0 Note On         64, 90
  17054   88.8231  0 Note On         64, 0
  17056   88.8331  0 Note On         70, 0
  17091   89.0156  0 Note On         69, 126
  17091   89.0156  0 Note On         65, 126
  17107   89.0987  0 Note On         69, 0
  17109   89.1094  0 Note On         65, 0
  17288   90.0419  0 Note On         60, 108
  17330   90.2606  0 Note On         69, 114
  17337   90.2969  0 Note On         60, 0
  17351   90.3700  0 Note On         69, 0
  17373   90.4844  0 Note On         67, 116
  17393   90.5888  0 Note On         67, 0
  17419   90.7237  0 Note On         65, 122
  17439   90.8281  0 Note On         65, 0
  17470   90.9894  0 Note On         60, 116
  17491   91.0987  0 Note On         60, 0
  17667   92.0156  0 Note On         60, 114
  17714   92.2606  0 Note On         69, 110
  17725   92.3175  0 Note On         60, 0
  17734   92.3644  0 Note On         69, 0
  17763   92.5156  0 Note On         67, 110
  17780   92.6044  0 Note On         67, 0
  17810   92.7606  0 Note On         65, 126
  17830   92.8644  0 Note On         65, 0
  17859   93.0156  0 Note On         62, 126
  17879   93.1200  0 Note On         62, 0
  18053   94.0263  0 Note On         62, 116
  18099   94.2656  0 Note On         62, 0
  18099   94.2656  0 Note On         70, 120
  18116   94.3544  0 Note On         70, 0
  18144   94.5000  0 Note On         69, 120
  18164   94.6044  0 Note On         69, 0
  18195   94.7656  0 Note On         67, 126
  18223   94.9112  0 Note On         67, 0
  18225   94.9219  0 Note On         64, 120
  18243   95.0156  0 Note On         72, 120
  18252   95.0625  0 Note On         64, 0
  18260   95.1044  0 Note On         72, 0
  18291   95.2656  0 Note On         64, 106
  18292   95.2706  0 Note On         72, 122
  18303   95.3281  0 Note On         72, 0
  18303   95.3281  0 Note On         64, 0
  18341   95.5263  0 Note On         72, 127
  18341   95.5263  0 Note On         64, 120
  18394   95.8019  0 Note On         64, 0
  18411   95.8906  0 Note On         72, 0
  18415   95.9112  0 Note On         64, 116
  18418   95.9269  0 Note On         70, 104
  18436   96.0206  0 Note On         74, 120
  18439   96.0362  0 Note On         70, 0
  18453   96.1094  0 Note On         74, 0
  18460   96.1456  0 Note On         64, 0
  18482   96.2606  0 Note On         64, 82
  18483   96.2656  0 Note On         72, 114
  18499   96.3487  0 Note On         64, 0
  18502   96.3644  0 Note On         72, 0
  18531   96.5156  0 Note On         70, 126
  18533   96.5263  0 Note On         64, 98
  18542   96.5731  0 Note On         64, 0
  18546   96.5938  0 Note On         70, 0
  18572   96.7294  0 Note On         67, 122
  18595   96.8487  0 Note On         67, 0
  18627   97.0156  0 Note On         65, 127
  18722   97.5106  0 Note On         72, 127
  18783   97.8281  0 Note On         65, 0
  18809   97.9638  0 Note On         72, 0
  18815   97.9950  0 Note On         60, 120
  18819   98.0156  0 Note On         65, 100
  18819   98.0156  0 Note On         69, 98
